"id","mszoning","lotfrontage","lotarea","lotshape","landcontour","lotconfig","landslope","neighborhood","condition1","bldgtype","housestyle","overallqual","overallcond","yearbuilt","yearremodadd","roofstyle","exterior1st","exterior2nd","masvnrtype","masvnrarea","exterqual","extercond","foundation","bsmtqual","bsmtcond","bsmtexposure","bsmtfintype1","bsmtfinsf1","bsmtfintype2","bsmtunfsf","totalbsmtsf","heating","heatingqc","electrical","x1stflrsf","x2ndflrsf","grlivarea","bsmtfullbath","fullbath","halfbath","bedroomabvgr","kitchenqual","totrmsabvgrd","functional","fireplaces","fireplacequ","garagetype","garageyrblt","garagefinish","garagecars","garagearea","wooddecksf","openporchsf","enclosedporch","fence","miscfeature","saletype","salecondition","saleprice","sale_date","total_baths"
1272,"RL",21,9156,"IR1","Lvl","Inside","Gtl","NWAmes","PosN","1Fam","1Story",6,7,1968,1968,"Hip","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",1489,1489,"GasA","Gd","SBrkr",1489,0,1489,0,2,0,3,"Gd",7,"Typ",1,"Gd","Attchd",1968,"RFn",2,462,0,0,0,NA,NA,"WD","Normal",185750,2009-08-01,2
1273,"RL",21,13526,"IR1","Lvl","CulDSac","Gtl","Sawyer","Norm","1Fam","1Story",5,6,1965,1965,"Hip","HdBoard","Plywood","BrkFace",114,"TA","TA","CBlock","TA","TA","No","BLQ",560,"LwQ",0,935,"GasA","TA","SBrkr",935,0,935,1,1,0,3,"TA",5,"Typ",0,NA,"Attchd",1965,"Unf",1,288,180,0,0,"MnPrv",NA,"WD","Normal",137000,2006-11-01,1
1274,"RL",124,11512,"IR1","Lvl","Corner","Gtl","Edwards","Norm","1Fam","SLvl",6,7,1959,2006,"Gable","Plywood","Plywood","BrkFace",84,"TA","TA","CBlock","TA","TA","Av","ALQ",719,"Unf",300,1019,"GasA","Gd","SBrkr",1357,0,1357,1,1,0,2,"Ex",5,"Typ",1,"Gd","Basment",1959,"RFn",1,312,0,0,0,"GdPrv",NA,"WD","Normal",177000,2008-05-01,1
1275,"RL",53,5362,"Reg","Lvl","Corner","Gtl","Crawfor","Norm","1Fam","1.5Fin",5,6,1910,2003,"Gable","Wd Sdng","Wd Shng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",661,661,"GasA","Ex","SBrkr",661,589,1250,0,2,0,3,"TA",8,"Typ",1,"Gd","Detchd",1985,"Unf",2,552,242,0,81,NA,NA,"WD","Normal",139000,2007-11-01,2
1276,"RL",95,11345,"Reg","Lvl","Corner","Gtl","NAmes","Feedr","Duplex","2Story",5,5,1948,1950,"Gable","AsbShng","AsbShng","Stone",567,"TA","TA","CBlock","TA","TA","No","Rec",220,"Unf",708,928,"GasA","Gd","FuseA",928,992,1920,0,2,0,4,"TA",10,"Typ",0,NA,"Detchd",1948,"Unf",2,400,0,0,0,NA,NA,"WD","Normal",137000,2007-07-01,2
1277,"RL",21,12936,"IR1","Lvl","CulDSac","Gtl","NWAmes","Norm","1Fam","2Story",6,6,1972,1972,"Gable","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","Gd","No","BLQ",593,"Unf",130,723,"GasA","TA","SBrkr",735,660,1395,0,1,1,3,"TA",6,"Typ",1,"TA","Attchd",1972,"Unf",2,497,294,116,0,NA,NA,"WD","Normal",162000,2009-12-01,1.5
1278,"RL",21,17871,"IR1","Lvl","CulDSac","Gtl","NWAmes","Norm","1Fam","SLvl",6,5,1967,1976,"Gable","HdBoard","HdBoard","BrkFace",359,"TA","TA","CBlock","Gd","TA","Av","ALQ",528,"Unf",1152,1680,"GasA","Fa","SBrkr",1724,0,1724,1,1,1,3,"TA",7,"Typ",1,"Gd","Attchd",1967,"RFn",2,480,0,0,0,NA,NA,"WD","Normal",197900,2009-06-01,1.5
1279,"RL",75,9473,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story",8,5,2002,2002,"Gable","VinylSd","VinylSd",NA,0,"Gd","TA","PConc","Gd","TA","No","GLQ",804,"Unf",324,1128,"GasA","Ex","SBrkr",1128,903,2031,1,2,1,3,"Gd",7,"Typ",1,"Gd","Attchd",2002,"RFn",2,577,0,211,0,NA,NA,"WD","Normal",237000,2008-03-01,2.5
1280,"C (all)",60,7500,"Reg","Lvl","Inside","Gtl","IDOTRR","Norm","1Fam","1.5Fin",4,4,1920,1950,"Gable","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",698,698,"GasA","TA","FuseA",698,430,1128,0,1,0,2,"TA",6,"Typ",0,NA,"Detchd",1980,"RFn",2,528,30,0,164,NA,NA,"COD","Abnorml",68400,2010-04-01,1
1281,"RL",67,9808,"IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2002,2002,"Gable","VinylSd","VinylSd","BrkFace",110,"Gd","TA","PConc","Gd","TA","No","GLQ",788,"Unf",785,1573,"GasA","Ex","SBrkr",1573,0,1573,1,2,0,3,"Gd",6,"Typ",0,NA,"Attchd",2002,"RFn",2,544,0,72,0,NA,NA,"WD","Normal",227000,2009-03-01,2
1282,"RL",50,8049,"IR1","Lvl","CulDSac","Gtl","Timber","Norm","1Fam","1Story",7,5,1990,1990,"Hip","HdBoard","HdBoard","BrkFace",54,"TA","TA","CBlock","Gd","TA","No","ALQ",1053,"Unf",256,1309,"GasA","TA","SBrkr",1339,0,1339,1,2,0,2,"TA",6,"Typ",1,"TA","Attchd",1990,"Fin",2,484,0,58,0,NA,NA,"WD","Normal",180000,2006-07-01,2
1283,"RL",61,8800,"IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",5,7,1977,2008,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Mn","LwQ",532,"Rec",364,1040,"GasA","TA","SBrkr",1040,0,1040,0,2,0,3,"Gd",5,"Typ",0,NA,"Detchd",1977,"Unf",2,484,0,0,0,NA,NA,"WD","Normal",150500,2009-09-01,2
1284,"RL",94,9400,"Reg","Low","Corner","Gtl","Mitchel","Norm","Duplex","2Story",6,5,1971,1971,"Mansard","MetalSd","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","Av","Unf",0,"Unf",912,912,"GasA","TA","SBrkr",912,912,1824,0,2,2,4,"TA",8,"Typ",0,NA,NA,1900,NA,0,0,128,0,0,NA,NA,"WD","Normal",139000,2010-04-01,3
1285,"RL",50,9638,"Reg","Lvl","Inside","Gtl","SWISU","Feedr","1Fam","1.5Fin",6,7,1919,1990,"Gable","Wd Sdng","Wd Shng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",804,804,"GasA","Ex","SBrkr",1699,748,2447,0,2,0,4,"Gd",10,"Min2",1,"Gd","Detchd",1969,"Unf",1,336,272,0,42,NA,NA,"WD","Normal",169000,2010-03-01,2
1286,"RM",50,6000,"Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin",6,6,1939,1950,"Gable","MetalSd","MetalSd","None",0,"TA","Fa","CBlock","TA","TA","No","Unf",0,"Unf",780,780,"GasA","Ex","FuseF",825,587,1412,0,1,0,4,"TA",6,"Typ",1,"Gd","Detchd",1939,"Unf",1,280,45,0,0,NA,NA,"WD","Normal",132500,2009-05-01,1
1287,"RL",21,9790,"Reg","Lvl","Inside","Gtl","NWAmes","Feedr","1Fam","1Story",6,5,1963,1963,"Hip","HdBoard","HdBoard","BrkFace",451,"TA","TA","CBlock","TA","TA","No","ALQ",569,"Rec",678,1328,"GasA","TA","SBrkr",1328,0,1328,1,1,1,3,"TA",6,"Typ",2,"Gd","Attchd",1963,"Unf",2,528,0,26,0,NA,NA,"WD","Normal",143000,2010-06-01,1.5
1288,"RL",21,36500,"IR1","Low","Inside","Mod","ClearCr","Norm","1Fam","1Story",5,5,1964,1964,"Gable","Wd Sdng","Wd Sdng","BrkCmn",621,"TA","Gd","CBlock","TA","TA","Av","Rec",812,"Unf",812,1624,"GasA","Fa","SBrkr",1582,0,1582,0,2,0,4,"TA",7,"Typ",0,NA,"Attchd",1964,"Unf",2,390,168,198,0,NA,NA,"WD","Normal",190000,2006-06-01,2
1289,"RL",40,5664,"IR1","Lvl","Inside","Gtl","StoneBr","Norm","TwnhsE","1Story",8,5,2000,2000,"Gable","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",1158,"Unf",343,1501,"GasA","Ex","SBrkr",1659,0,1659,1,2,0,2,"Ex",5,"Typ",1,"Ex","Attchd",2000,"Fin",2,499,212,59,0,NA,NA,"WD","Normal",278000,2009-10-01,2
1290,"RL",86,11065,"IR1","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","2Story",8,5,2006,2006,"Gable","VinylSd","VinylSd","Stone",788,"Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",1085,1085,"GasA","Ex","SBrkr",1120,850,1970,0,2,1,3,"Ex",8,"Typ",1,"Gd","BuiltIn",2006,"Fin",3,753,177,74,0,NA,NA,"New","Partial",281000,2006-10-01,2.5
1291,"RL",21,14112,"IR1","Lvl","Corner","Gtl","NAmes","Norm","1Fam","SLvl",5,7,1964,1964,"Hip","Wd Sdng","HdBoard","BrkFace",86,"TA","TA","PConc","TA","TA","Av","GLQ",1014,"Unf",138,1152,"GasA","TA","SBrkr",1152,0,1152,1,1,0,3,"TA",6,"Typ",1,"Gd","Attchd",1964,"RFn",2,484,227,0,0,NA,NA,"WD","Normal",180500,2010-04-01,1
1292,"RM",21,1680,"Reg","Lvl","Inside","Gtl","BrDale","Norm","Twnhs","2Story",5,7,1972,1972,"Gable","CemntBd","CmentBd","BrkFace",268,"TA","TA","CBlock","TA","TA","No","ALQ",231,"Unf",399,630,"GasA","TA","SBrkr",630,672,1302,0,2,1,3,"TA",6,"Typ",0,NA,"Detchd",1972,"Unf",1,264,185,0,0,NA,NA,"WD","Normal",119500,2009-02-01,2.5
1293,"RM",60,6600,"Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","2Story",5,4,1892,1965,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","Stone","TA","TA","No","Unf",0,"Unf",994,994,"GasA","TA","SBrkr",1378,994,2372,0,2,0,4,"TA",11,"Min2",0,NA,"Attchd",1985,"RFn",1,432,0,287,0,NA,NA,"WD","Normal",107500,2009-12-01,2
1294,"RL",78,10140,"Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","2Story",7,5,1976,1976,"Gable","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",194,"Unf",638,832,"GasA","TA","SBrkr",832,832,1664,0,2,1,4,"TA",8,"Typ",1,"TA","Attchd",1976,"RFn",2,528,0,28,0,"GdWo",NA,"WD","Normal",162900,2006-03-01,2.5
1295,"RL",60,8172,"Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",5,7,1955,1990,"Hip","WdShing","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","Rec",167,"Unf",697,864,"GasA","TA","SBrkr",864,0,864,1,1,0,2,"TA",5,"Typ",0,NA,"Detchd",1957,"Unf",2,572,0,0,0,NA,NA,"WD","Normal",115000,2006-04-01,1
1296,"RL",70,8400,"Reg","Lvl","Inside","Gtl","NAmes","Feedr","1Fam","1Story",5,5,1968,1968,"Hip","HdBoard","HdBoard","BrkFace",168,"TA","TA","CBlock","TA","TA","Av","BLQ",1016,"Unf",36,1052,"GasA","Gd","SBrkr",1052,0,1052,1,1,1,3,"TA",5,"Typ",0,NA,"Attchd",1968,"RFn",1,288,356,0,0,"GdWo",NA,"WD","Normal",138500,2006-11-01,1.5
1297,"RL",80,8700,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,1963,1963,"Hip","MetalSd","MetalSd","BrkFace",148,"TA","Gd","CBlock","TA","TA","Mn","ALQ",776,"Unf",344,1120,"GasA","Gd","SBrkr",1128,0,1128,1,2,0,3,"TA",6,"Typ",0,NA,"Attchd",1963,"RFn",2,525,192,20,123,"MnPrv",NA,"WD","Normal",155000,2008-12-01,2
1298,"RM",35,3675,"Reg","Lvl","Inside","Gtl","Edwards","Norm","TwnhsE","SFoyer",6,5,2005,2006,"Gable","VinylSd","VinylSd","BrkFace",82,"TA","TA","PConc","Gd","TA","Gd","GLQ",547,"Unf",0,547,"GasA","Gd","SBrkr",1072,0,1072,1,2,0,2,"TA",5,"Typ",0,NA,"Basment",2005,"Fin",2,525,0,44,0,NA,NA,"New","Partial",140000,2006-06-01,2
1299,"RL",21,1300,"IR3","Bnk","Corner","Gtl","Edwards","Feedr","1Fam","2Story",10,5,2008,2008,"Hip","Stucco","Stucco","Stone",796,"Ex","TA","PConc","Ex","TA","Gd","GLQ",0,"Unf",466,0,"GasA","Ex","SBrkr",334,950,334,2,2,1,3,"Ex",12,"Typ",3,"Gd","Attchd",2008,"Fin",2,1418,214,292,0,NA,NA,"New","Partial",160000,2008-01-01,2.5
1300,"RL",75,7500,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,7,1959,1994,"Hip","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",340,"Rec",0,1246,"GasA","Ex","SBrkr",1246,0,1246,1,1,1,3,"Gd",6,"Typ",0,NA,"Attchd",1959,"RFn",1,305,218,0,0,"GdPrv",NA,"WD","Normal",154000,2010-05-01,1.5
1301,"RL",21,10762,"IR1","Lvl","CulDSac","Gtl","Gilbert","Norm","1Fam","2Story",7,5,1999,1999,"Gable","VinylSd","VinylSd","None",344,"Gd","TA","PConc","Gd","TA","No","GLQ",694,"Unf",284,978,"GasA","Ex","SBrkr",1005,978,1983,0,2,1,3,"Gd",9,"Typ",1,"TA","Attchd",1999,"Fin",2,490,0,0,0,NA,NA,"WD","Normal",225000,2009-05-01,2.5
1302,"RL",21,7500,"IR1","Bnk","Inside","Gtl","Crawfor","Norm","1Fam","2Story",6,7,1942,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",547,"Unf",224,771,"GasA","Fa","SBrkr",753,741,1494,0,1,0,3,"Gd",7,"Typ",2,"Gd","Attchd",1942,"Unf",1,213,0,0,0,NA,NA,"WD","Normal",177500,2009-11-01,1
1303,"RL",92,10120,"Reg","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","2Story",8,5,1994,1994,"Hip","VinylSd","VinylSd","BrkFace",391,"Gd","TA","PConc","Gd","TA","No","GLQ",740,"Unf",425,1165,"GasA","Ex","SBrkr",1203,1323,2526,1,2,1,4,"Gd",8,"Typ",1,"TA","Attchd",1994,"RFn",3,844,309,78,0,NA,NA,"WD","Normal",290000,2006-12-01,2.5
1304,"RL",73,8688,"Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story",7,5,2005,2005,"Gable","VinylSd","VinylSd","BrkFace",228,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",1616,1616,"GasA","Ex","SBrkr",1616,0,1616,0,2,0,3,"Gd",7,"Typ",0,NA,"Attchd",2005,"RFn",3,834,208,59,0,NA,NA,"WD","Normal",232000,2006-04-01,2
1305,"RM",32,3363,"Reg","Lvl","Inside","Gtl","Edwards","Norm","TwnhsE","2Story",7,5,2004,2004,"Gable","VinylSd","VinylSd","Stone",117,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",976,976,"GasA","Ex","SBrkr",976,732,1708,0,2,0,3,"Gd",7,"Maj1",0,NA,"Detchd",2004,"Unf",2,380,0,40,0,NA,NA,"WD","Normal",130000,2006-04-01,2
1306,"RL",108,13173,"IR1","Lvl","Corner","Gtl","NridgHt","Norm","1Fam","1Story",9,5,2006,2007,"Hip","VinylSd","VinylSd","Stone",300,"Gd","TA","PConc","Ex","TA","No","GLQ",1572,"Unf",80,1652,"GasA","Ex","SBrkr",1652,0,1652,1,2,0,2,"Ex",6,"Typ",2,"Ex","Attchd",2006,"Fin",2,840,404,102,0,NA,NA,"WD","Normal",325000,2009-11-01,2
1307,"RL",48,6955,"IR1","Lvl","Inside","Gtl","NridgHt","Norm","TwnhsE","1Story",7,5,2005,2006,"Gable","VinylSd","VinylSd","Stone",94,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",1368,1368,"GasA","Ex","SBrkr",1368,0,1368,0,2,0,2,"Gd",6,"Typ",1,"Gd","Attchd",2005,"RFn",2,474,132,35,0,NA,NA,"New","Partial",202500,2006-09-01,2
1308,"RL",60,8072,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",5,5,1994,1995,"Gable","VinylSd","VinylSd","None",0,"TA","Gd","PConc","Gd","Gd","No","ALQ",746,"Unf",244,990,"GasA","Ex","SBrkr",990,0,990,1,1,0,3,"TA",5,"Typ",0,NA,"Detchd",2000,"Unf",2,480,0,64,0,NA,NA,"WD","Normal",138000,2009-05-01,1
1309,"RM",100,12000,"Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story",5,7,1948,2005,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",144,"ALQ",172,924,"GasA","Ex","SBrkr",1122,0,1122,1,1,0,2,"Gd",6,"Typ",0,NA,"Attchd",1948,"Unf",2,528,0,36,0,"GdWo",NA,"WD","Normal",147000,2008-05-01,1
1310,"RL",21,7153,"Reg","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","1Story",6,5,1991,1991,"Gable","HdBoard","HdBoard","BrkFace",88,"TA","TA","CBlock","Gd","TA","No","GLQ",1200,"Unf",78,1278,"GasA","Gd","SBrkr",1294,0,1294,1,2,0,3,"Gd",6,"Typ",0,NA,"Attchd",1991,"RFn",2,496,112,51,0,"GdWo",NA,"WD","Normal",179200,2008-06-01,2
1311,"RL",100,17500,"Reg","Lvl","Inside","Gtl","Crawfor","PosA","1Fam","1Story",7,8,1959,2002,"Gable","BrkFace","HdBoard","None",0,"Gd","Gd","PConc","Gd","TA","Av","GLQ",1406,"Unf",496,1902,"GasA","TA","SBrkr",1902,0,1902,1,2,0,3,"Ex",7,"Typ",2,"TA","Attchd",1959,"Fin",2,567,0,207,162,NA,NA,"WD","Normal",335000,2010-05-01,2
1312,"RL",68,8814,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2005,2007,"Gable","VinylSd","VinylSd","BrkFace",80,"Gd","TA","PConc","Gd","TA","No","GLQ",925,"Unf",349,1274,"GasA","Ex","SBrkr",1274,0,1274,1,2,0,3,"Gd",6,"Typ",0,NA,"Attchd",2005,"RFn",2,508,264,98,0,NA,NA,"New","Partial",203000,2007-01-01,2
1313,"RL",21,9572,"IR1","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","2Story",8,5,1990,1990,"Gable","Wd Sdng","Wd Sdng","BrkFace",336,"Gd","TA","PConc","Ex","TA","No","GLQ",482,"Unf",971,1453,"GasA","Ex","SBrkr",1453,1357,2810,0,2,1,4,"Gd",9,"Typ",1,"Ex","Attchd",1990,"RFn",2,750,500,0,0,NA,NA,"WD","Normal",302000,2007-06-01,2.5
1314,"RL",108,14774,"IR1","Lvl","Corner","Gtl","NoRidge","Norm","1Fam","2Story",9,5,1999,1999,"Gable","VinylSd","VinylSd","BrkFace",165,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",1393,1393,"GasA","Ex","SBrkr",1422,1177,2599,0,2,1,4,"Gd",10,"Typ",1,"TA","BuiltIn",1999,"Fin",3,779,668,30,0,NA,NA,"WD","Normal",333168,2010-05-01,2.5
1315,"RL",60,8190,"Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",4,6,1954,1954,"Hip","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",732,"Unf",216,948,"GasA","Ex","SBrkr",948,0,948,1,1,0,3,"TA",5,"Typ",1,"TA","Detchd",1956,"Unf",1,280,0,36,0,NA,NA,"WD","Normal",119000,2007-10-01,1
1316,"RL",85,11075,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","2Story",6,5,1969,1969,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Fa","TA","Mn","ALQ",500,"LwQ",176,952,"GasA","TA","SBrkr",1092,1020,2112,0,2,1,4,"TA",9,"Typ",2,"Gd","Attchd",1969,"Unf",2,576,280,0,0,NA,NA,"WD","Normal",206900,2008-06-01,2.5
1317,"RL",61,10226,"IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",8,5,2008,2008,"Gable","VinylSd","VinylSd","Stone",270,"Gd","TA","PConc","Ex","TA","Gd","Unf",0,"Unf",1622,1622,"GasA","Ex","SBrkr",1630,0,1630,1,2,0,3,"Ex",8,"Typ",1,"Gd","Attchd",2008,"RFn",3,860,172,42,0,NA,NA,"WD","Normal",295493,2009-01-01,2
1318,"FV",47,4230,"Reg","Lvl","Corner","Gtl","Somerst","Norm","TwnhsE","1Story",7,5,2006,2007,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","Gd","No","Unf",0,"Unf",1352,1352,"GasA","Ex","SBrkr",1352,0,1352,0,2,0,2,"Gd",5,"Typ",1,"Gd","Attchd",2006,"RFn",2,466,0,241,0,NA,NA,"New","Partial",208900,2007-04-01,2
1319,"RL",21,14781,"IR2","Lvl","CulDSac","Gtl","CollgCr","Norm","1Fam","1Story",8,5,2001,2002,"Hip","VinylSd","VinylSd","BrkFace",178,"Gd","TA","PConc","Gd","TA","Gd","Unf",0,"Unf",1753,1753,"GasA","Ex","SBrkr",1787,0,1787,0,2,0,3,"Gd",7,"Typ",1,"TA","Attchd",2001,"RFn",3,748,198,150,0,NA,NA,"WD","Normal",275000,2006-08-01,2
1320,"RL",75,10215,"Reg","Bnk","Inside","Gtl","Edwards","Norm","1Fam","1Story",4,5,1954,1954,"Hip","Wd Sdng","Wd Sdng","BrkFace",132,"TA","TA","PConc","TA","TA","No","ALQ",492,"Unf",372,864,"GasA","Ex","SBrkr",948,0,948,0,1,0,3,"TA",5,"Typ",0,NA,"Attchd",1954,"Unf",1,248,0,0,0,NA,NA,"WD","Normal",111000,2007-02-01,1
1321,"RL",70,8400,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,3,1957,1957,"Hip","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",189,"Rec",628,1478,"GasA","Gd","SBrkr",1478,0,1478,1,1,1,3,"TA",6,"Typ",2,"Gd","Attchd",1957,"RFn",2,442,114,0,0,NA,NA,"WD","Normal",156500,2009-06-01,1.5
1322,"RL",21,6627,"IR1","Lvl","Corner","Gtl","BrkSide","Feedr","1Fam","1Story",3,6,1949,1950,"Hip","VinylSd","VinylSd","None",0,"TA","TA","CBlock",NA,NA,NA,NA,0,NA,0,0,"Floor","TA","SBrkr",720,0,720,0,1,0,2,"TA",4,"Typ",0,NA,"Detchd",1955,"Unf",1,287,0,0,0,NA,NA,"WD","Normal",72500,2008-07-01,1
1323,"RL",107,10186,"IR1","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","2Story",7,5,1992,1992,"Gable","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",674,"Unf",76,750,"GasA","Ex","SBrkr",1061,862,1923,1,2,1,3,"Gd",8,"Typ",1,"TA","Attchd",1992,"RFn",2,564,240,39,0,NA,NA,"WD","Normal",190000,2010-06-01,2.5
1324,"RL",50,5330,"Reg","HLS","Inside","Gtl","BrkSide","Norm","1Fam","1Story",4,7,1940,1950,"Hip","VinylSd","VinylSd","None",0,"Fa","TA","CBlock","TA","TA","No","LwQ",280,"Unf",140,420,"GasA","Gd","SBrkr",708,0,708,0,1,0,2,"Fa",5,"Typ",0,NA,NA,1900,NA,0,0,164,0,0,NA,NA,"WD","Normal",82500,2009-12-01,1
1325,"RL",75,9986,"Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story",8,5,2006,2007,"Gable","VinylSd","VinylSd","BrkFace",428,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",1795,1795,"GasA","Ex","SBrkr",1795,0,1795,0,2,0,2,"Gd",7,"Typ",1,"Gd","Attchd",2007,"RFn",3,895,0,49,0,NA,NA,"New","Partial",147000,2007-02-01,2
1326,"RM",40,3636,"Reg","Lvl","Inside","Gtl","IDOTRR","Norm","1Fam","1Story",4,4,1922,1950,"Gable","AsbShng","AsbShng","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",796,796,"GasA","Fa","SBrkr",796,0,796,0,1,0,2,"TA",5,"Typ",0,NA,NA,1900,NA,0,0,0,0,100,"MnPrv",NA,"WD","Normal",55000,2008-01-01,1
1327,"RH",70,4270,"Reg","Bnk","Inside","Mod","Edwards","Norm","1Fam","1Story",3,6,1931,2006,"Gable","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Rec",544,"Unf",0,544,"GasA","Ex","SBrkr",774,0,774,0,1,0,3,"Gd",6,"Typ",0,NA,NA,1900,NA,0,0,0,0,286,NA,NA,"WD","Normal",79000,2007-05-01,1
1328,"RL",60,6600,"Reg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","1Story",5,9,1982,2008,"Gable","VinylSd","VinylSd","None",0,"Gd","Gd","CBlock","TA","TA","No","ALQ",641,"Unf",175,816,"GasA","Ex","SBrkr",816,0,816,0,1,0,3,"Gd",5,"Typ",1,"Ex","Attchd",1982,"Unf",1,264,0,0,0,"MnPrv",NA,"WD","Normal",130500,2008-10-01,1
1329,"RM",60,10440,"Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","1.5Fin",6,7,1920,1950,"Gable","BrkFace","Wd Sdng","None",0,"Gd","Gd","BrkTil","Gd","TA","No","LwQ",493,"Unf",1017,1510,"GasW","Ex","SBrkr",1584,1208,2792,0,2,0,5,"TA",8,"Mod",2,"TA","Detchd",1920,"Unf",2,520,0,0,0,"MnPrv","Shed","WD","Normal",256000,2008-06-01,2
1330,"RL",63,9084,"IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",7,5,1998,1998,"Hip","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",935,935,"GasA","Gd","SBrkr",955,677,1632,0,2,1,3,"TA",8,"Typ",1,"TA","Attchd",1998,"Fin",2,462,0,28,0,NA,NA,"WD","Normal",176500,2006-06-01,2.5
1331,"RL",85,10000,"Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story",8,5,2006,2006,"Hip","VinylSd","VinylSd","Stone",410,"Gd","TA","PConc","Gd","Gd","Av","Unf",0,"Unf",1588,1588,"GasA","Ex","SBrkr",1588,0,1588,0,2,0,3,"Gd",7,"Typ",1,"Gd","Attchd",2006,"RFn",3,825,144,45,0,NA,NA,"WD","Normal",227000,2007-12-01,2
1332,"RL",55,10780,"IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","SLvl",5,5,1976,1976,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",483,"Unf",428,911,"GasA","Gd","SBrkr",954,0,954,0,1,0,3,"TA",6,"Typ",0,NA,"Detchd",1976,"Unf",2,576,0,0,0,NA,NA,"WD","Normal",132500,2006-07-01,1
1333,"RL",67,8877,"Reg","Lvl","Inside","Mod","Edwards","Norm","1Fam","1Story",4,6,1938,1958,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Mn","ALQ",690,"Unf",126,816,"GasA","Ex","SBrkr",816,0,816,1,1,0,2,"TA",3,"Typ",1,"Gd","Detchd",1958,"Unf",1,288,0,0,0,NA,NA,"WD","Normal",100000,2009-05-01,1
